GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;BorgWarner;HERTH+BUSS JAKOPARTS;RYMEC;SACHS
Kupplungssatz;479;128278;4;0,0025;0;4;0;2;3;0;0;0;1;2
Kupplungssatz;479;28834;2;0,0012;1;3;1;2;4;1;0;3;4;3
Kupplungssatz;479;132714;2;0,0012;1;0;1;0;3;1;0;1;1;0
Kupplungssatz;479;16325;25;0,0156;1;4;2;4;7;0;0;0;2;2
Kupplungssatz;479;25403;2;0,0012;1;1;0;2;1;1;0;0;0;2
Kupplungssatz;479;12895;1;0,0006;1;2;1;0;2;0;0;0;1;1
Kupplungssatz;479;16513;13;0,0081;0;1;1;0;2;1;0;1;1;1
Kupplungssatz;479;16590;6;0,0037;3;2;4;1;3;2;0;2;3;2
Kupplungssatz;479;59601;2;0,0012;1;3;5;1;2;0;0;1;1;4
Kupplungssatz;479;23356;8;0,005;4;4;4;4;4;0;0;1;4;6
Kupplungssatz;479;17640;21;0,0131;1;2;1;1;1;1;0;1;1;2
Kupplungssatz;479;22494;6;0,0037;1;4;2;1;1;2;0;1;1;1
Kupplungssatz;479;16831;4;0,0025;2;1;2;1;6;1;0;2;1;1
Kupplungssatz;479;8973;3;0,0019;1;1;1;0;1;0;0;0;1;0
Kupplungssatz;479;14693;3;0,0019;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;3528;2;0,0012;4;1;3;2;6;3;0;2;3;3
Kupplungssatz;479;3091;1;0,0006;0;0;0;0;1;0;0;0;1;0
Kupplungssatz;479;17155;12;0,0075;1;4;2;1;2;1;0;0;1;2
Kupplungssatz;479;14446;15;0,0094;4;7;7;3;3;0;0;0;6;5
Kupplungssatz;479;14835;2;0,0012;5;6;3;7;10;0;0;0;8;6
Kupplungssatz;479;8667;4;0,0025;1;1;3;1;1;0;0;0;1;2
Kupplungssatz;479;9251;1;0,0006;3;4;2;0;2;0;0;0;2;3
Kupplungssatz;479;34769;2;0,0012;0;7;1;5;3;0;0;0;0;2
Kupplungssatz;479;11498;1;0,0006;0;1;0;1;2;1;0;1;0;1
Kupplungssatz;479;25;3;0,0019;2;2;1;2;2;0;0;0;2;4
Kupplungssatz;479;10271;9;0,0056;3;4;1;4;4;2;0;1;2;4
Kupplungssatz;479;18329;7;0,0044;0;2;2;2;2;0;0;0;0;2
Kupplungssatz;479;612;2;0,0012;0;2;0;1;1;0;0;0;0;0
Kupplungssatz;479;34296;1;0,0006;2;3;0;1;1;0;0;0;1;2
Kupplungssatz;479;17908;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;4570;1;0,0006;2;2;1;1;3;1;0;1;1;1
Kupplungssatz;479;137056;3;0,0019;0;3;0;2;3;0;0;1;1;2
Kupplungssatz;479;8097;3;0,0019;1;3;3;1;4;0;0;0;2;2
Kupplungssatz;479;147259;4;0,0025;0;0;0;0;1;0;0;0;0;0
Kupplungssatz;479;133981;1;0,0006;0;0;0;1;3;0;0;0;0;2
Kupplungssatz;479;134243;1;0,0006;0;2;0;2;2;0;0;0;0;3
Kupplungssatz;479;125840;5;0,0031;1;1;0;1;4;1;0;1;1;1
Kupplungssatz;479;113168;6;0,0037;1;4;2;4;3;1;0;2;2;3
Kupplungssatz;479;17333;44;0,0275;1;1;1;1;3;1;0;1;2;2
Kupplungssatz;479;4482;6;0,0037;1;1;2;2;1;1;0;1;1;1
Kupplungssatz;479;33202;1;0,0006;0;1;1;1;1;0;0;1;0;0
Kupplungssatz;479;13104;7;0,0044;6;3;5;2;4;1;0;0;5;3
Kupplungssatz;479;11369;7;0,0044;0;2;1;1;2;0;0;0;1;1
Kupplungssatz;479;16787;1;0,0006;1;1;0;1;1;0;0;1;1;0
Kupplungssatz;479;22553;23;0,0144;1;2;1;1;2;1;0;1;1;1
Kupplungssatz;479;353;3;0,0019;1;2;1;0;1;0;0;0;1;2
Kupplungssatz;479;20623;31;0,0194;1;1;1;0;3;1;0;2;1;1
Kupplungssatz;479;10023;4;0,0025;0;1;1;1;1;2;0;1;0;0
Kupplungssatz;479;119840;8;0,005;2;2;0;2;3;2;0;0;2;2
Kupplungssatz;479;1810;2;0,0012;1;2;2;1;5;1;0;0;1;1
Kupplungssatz;479;137732;9;0,0056;0;3;0;1;4;1;0;2;0;2
Kupplungssatz;479;44;2;0,0012;1;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;119332;4;0,0025;0;0;1;0;1;1;0;1;0;0
Kupplungssatz;479;18048;11;0,0069;0;6;2;2;3;0;0;0;4;3
Kupplungssatz;479;27316;1;0,0006;1;0;3;0;2;1;0;2;0;3
Kupplungssatz;479;5218;1;0,0006;0;1;1;1;1;1;0;0;1;0
Kupplungssatz;479;1792;1;0,0006;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;7780;1;0,0006;0;1;0;1;0;0;0;0;0;0
Kupplungssatz;479;117717;6;0,0037;0;2;0;3;3;0;0;0;0;1
Kupplungssatz;479;59341;5;0,0031;1;5;1;4;6;1;0;2;2;2
Kupplungssatz;479;4288;1;0,0006;1;1;1;1;1;0;0;1;1;0
Kupplungssatz;479;123360;11;0,0069;0;5;1;3;3;0;0;2;0;8
Kupplungssatz;479;18419;3;0,0019;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;122450;3;0,0019;1;3;1;3;2;0;0;1;0;8
Kupplungssatz;479;158044;1;0,0006;0;0;0;0;1;0;0;0;2;4
Kupplungssatz;479;3603;1;0,0006;1;3;2;2;3;2;0;1;2;2
Kupplungssatz;479;3784;91;0,0568;1;4;0;1;6;1;0;0;1;1
Kupplungssatz;479;15331;55;0,0344;1;2;4;2;3;0;0;2;3;7
Kupplungssatz;479;145875;1;0,0006;0;0;3;0;2;0;0;0;0;1
Kupplungssatz;479;10826;25;0,0156;0;4;2;3;3;0;0;0;0;3
Kupplungssatz;479;19861;156;0,0974;2;2;3;2;2;1;0;2;2;3
Kupplungssatz;479;16273;3;0,0019;1;1;1;4;1;1;0;0;0;1
Kupplungssatz;479;16881;7;0,0044;0;1;0;1;0;0;0;0;0;1
Kupplungssatz;479;17844;123;0,0768;1;4;3;2;3;1;0;2;3;5
Kupplungssatz;479;134392;2;0,0012;0;2;0;1;2;0;0;0;0;2
Kupplungssatz;479;114884;6;0,0037;0;4;0;1;0;0;0;0;0;1
Kupplungssatz;479;59569;5;0,0031;0;1;2;1;1;0;0;0;0;1
Kupplungssatz;479;15356;3;0,0019;3;3;3;3;3;1;0;3;3;6
Kupplungssatz;479;34986;1;0,0006;0;0;1;0;0;0;0;0;0;1
Kupplungssatz;479;28286;3;0,0019;0;1;1;0;1;0;0;0;0;1
Kupplungssatz;479;126924;5;0,0031;0;0;0;0;1;0;0;0;0;0
Kupplungssatz;479;24502;4;0,0025;4;4;3;3;4;1;0;0;3;6
Kupplungssatz;479;24240;23;0,0144;1;1;1;1;3;0;0;1;1;1
Kupplungssatz;479;150673;1;0,0006;0;1;0;1;1;0;0;0;0;0
Kupplungssatz;479;129098;1;0,0006;1;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;118598;1;0,0006;2;2;2;2;1;0;0;0;3;3
Kupplungssatz;479;16595;6;0,0037;0;2;0;0;2;0;0;0;2;3
Kupplungssatz;479;31672;18;0,0112;3;2;2;2;2;0;0;1;3;2
Kupplungssatz;479;21804;50;0,0312;4;3;7;3;12;0;0;3;3;6
Kupplungssatz;479;8994;19;0,0119;1;2;3;2;4;2;0;1;2;3
Kupplungssatz;479;59476;3;0,0019;0;1;0;1;2;0;0;0;1;2
Kupplungssatz;479;5661;4;0,0025;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;10924;1;0,0006;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;7621;7;0,0044;3;3;3;2;5;0;0;1;3;3
Kupplungssatz;479;120608;1;0,0006;0;2;1;2;3;0;0;0;4;3
Kupplungssatz;479;136112;1;0,0006;0;2;0;0;0;0;0;0;0;2
Kupplungssatz;479;32001;2;0,0012;1;1;1;2;1;2;0;0;1;1
Kupplungssatz;479;5978;1;0,0006;1;1;2;0;1;0;0;0;1;1
Kupplungssatz;479;12060;1;0,0006;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;303;1;0,0006;2;1;1;2;3;0;0;0;2;1
Kupplungssatz;479;57548;3;0,0019;2;2;2;1;2;0;0;1;3;2
Kupplungssatz;479;34303;1;0,0006;2;4;1;1;4;0;0;0;3;4
Kupplungssatz;479;4631;2;0,0012;3;3;1;2;2;0;0;0;1;2
Kupplungssatz;479;128193;4;0,0025;0;2;2;1;0;0;0;0;0;1
Kupplungssatz;479;34989;1;0,0006;1;1;2;1;3;0;0;0;0;3
Kupplungssatz;479;120328;3;0,0019;1;2;0;0;0;0;0;0;2;2
Kupplungssatz;479;134073;1;0,0006;1;0;1;0;0;0;0;0;0;0
Kupplungssatz;479;8987;15;0,0094;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;13909;4;0,0025;1;3;2;3;1;0;0;1;1;3
Kupplungssatz;479;122458;8;0,005;3;3;2;3;3;0;0;2;3;4
Kupplungssatz;479;8316;14;0,0087;0;4;1;1;2;0;0;0;1;1
Kupplungssatz;479;107872;6;0,0037;3;2;0;3;4;0;0;2;2;3
Kupplungssatz;479;101086;1;0,0006;0;0;1;0;0;0;0;0;0;0
Kupplungssatz;479;107794;4;0,0025;0;2;0;2;0;0;0;0;0;2
Kupplungssatz;479;23166;33;0,0206;1;1;2;1;2;1;0;1;1;2
Kupplungssatz;479;31355;1;0,0006;0;2;1;2;2;0;0;1;0;1
Kupplungssatz;479;108011;14;0,0087;2;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;5578;1;0,0006;1;1;1;1;2;1;0;1;1;0
Kupplungssatz;479;1660;5;0,0031;1;1;1;0;2;0;0;0;1;1
Kupplungssatz;479;12146;1;0,0006;0;2;0;2;0;0;0;1;0;0
Kupplungssatz;479;123531;12;0,0075;2;2;0;2;1;0;0;0;0;2
Kupplungssatz;479;136107;3;0,0019;0;6;0;4;0;0;0;0;0;2
Kupplungssatz;479;29602;7;0,0044;1;2;1;2;3;0;0;1;2;2
Kupplungssatz;479;31114;2;0,0012;1;3;2;1;4;0;0;0;1;1
Kupplungssatz;479;130752;4;0,0025;0;1;0;0;2;0;0;0;0;2
Kupplungssatz;479;28515;18;0,0112;2;4;4;8;4;2;0;0;3;2
Kupplungssatz;479;120260;21;0,0131;1;2;1;0;0;0;0;0;2;2
Kupplungssatz;479;9040;235;0,1468;1;1;1;1;4;1;0;1;1;1
Kupplungssatz;479;17450;8;0,005;0;1;1;1;1;1;0;0;1;1
Kupplungssatz;479;114567;1;0,0006;1;1;1;1;1;1;0;1;0;0
Kupplungssatz;479;117078;1;0,0006;0;3;0;3;0;0;0;0;0;2
Kupplungssatz;479;14895;10;0,0062;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;15529;23;0,0144;2;3;0;3;3;0;0;0;3;2
Kupplungssatz;479;32037;1;0,0006;3;5;2;4;4;1;0;0;5;3
Kupplungssatz;479;55337;1;0,0006;3;2;1;2;2;0;0;0;2;1
Kupplungssatz;479;19120;34;0,0212;6;6;5;6;7;0;0;0;7;6
Kupplungssatz;479;1;78;0,0487;1;2;3;2;4;1;0;2;3;3
Kupplungssatz;479;5302;2;0,0012;2;2;3;2;5;1;0;0;3;5
Kupplungssatz;479;118012;3;0,0019;2;2;4;2;1;0;0;0;3;3
Kupplungssatz;479;16171;15;0,0094;3;1;3;3;5;3;0;2;2;2
Kupplungssatz;479;33008;1;0,0006;1;1;1;1;0;0;0;0;0;1
Kupplungssatz;479;32033;3;0,0019;1;2;1;1;4;1;0;1;2;1
Kupplungssatz;479;23292;26;0,0162;1;1;2;1;2;1;0;2;1;2
Kupplungssatz;479;124975;2;0,0012;4;3;3;2;4;1;0;1;3;0
Kupplungssatz;479;15668;4;0,0025;0;0;0;0;2;1;0;0;0;2
Kupplungssatz;479;8399;3;0,0019;2;3;2;1;4;0;0;0;1;2
Kupplungssatz;479;6939;1;0,0006;1;2;1;3;2;0;0;0;2;2
Kupplungssatz;479;33393;3;0,0019;0;2;1;2;3;0;0;1;1;3
Kupplungssatz;479;28483;1;0,0006;1;2;0;0;2;0;0;0;0;0
Kupplungssatz;479;18431;29;0,0181;1;2;1;1;4;1;0;1;2;1
Kupplungssatz;479;115232;2;0,0012;0;3;0;2;3;0;0;2;2;2
Kupplungssatz;479;11523;8;0,005;0;0;0;0;1;0;0;0;0;1
Kupplungssatz;479;20696;19;0,0119;1;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;23453;54;0,0337;1;6;2;2;2;0;0;0;1;1
Kupplungssatz;479;22540;11;0,0069;1;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;5931;2;0,0012;1;2;0;1;3;1;0;0;2;0
Kupplungssatz;479;14164;2;0,0012;1;0;2;1;0;0;0;0;1;0
Kupplungssatz;479;31012;9;0,0056;1;2;0;2;2;0;0;0;2;4
Kupplungssatz;479;16461;4;0,0025;0;0;0;0;2;0;0;0;0;1
Kupplungssatz;479;15491;4;0,0025;3;6;3;4;6;0;0;0;5;6
Kupplungssatz;479;8963;18;0,0112;0;2;2;1;3;0;0;0;1;1
Kupplungssatz;479;58902;6;0,0037;1;1;0;1;0;0;0;1;0;1
Kupplungssatz;479;107419;25;0,0156;1;1;1;1;5;1;0;1;1;2
Kupplungssatz;479;15421;16;0,01;0;2;0;1;2;0;0;0;1;1
Kupplungssatz;479;131583;1;0,0006;1;3;1;0;2;0;0;0;0;0
Kupplungssatz;479;15823;2;0,0012;1;1;1;1;2;1;0;0;1;0
Kupplungssatz;479;59370;17;0,0106;3;2;0;3;2;0;0;2;2;3
Kupplungssatz;479;144761;1;0,0006;0;1;2;0;1;0;0;0;0;1
Kupplungssatz;479;16689;6;0,0037;1;2;1;2;1;2;0;2;2;2
Kupplungssatz;479;843;4;0,0025;2;1;1;3;1;0;0;0;0;0
Kupplungssatz;479;33130;29;0,0181;2;1;0;4;2;1;0;1;1;0
Kupplungssatz;479;5267;6;0,0037;2;4;2;1;3;1;0;1;2;1
Kupplungssatz;479;108253;31;0,0194;2;5;2;3;4;0;0;2;4;10
Kupplungssatz;479;16846;2;0,0012;1;3;1;3;3;0;0;0;0;1
Kupplungssatz;479;28;4;0,0025;3;3;1;1;4;0;0;0;1;1
Kupplungssatz;479;23060;51;0,0319;2;2;2;2;2;0;0;2;2;3
Kupplungssatz;479;23053;11;0,0069;8;7;5;12;5;3;0;3;5;2
Kupplungssatz;479;106611;8;0,005;0;4;4;3;3;1;0;4;3;4
Kupplungssatz;479;7931;7;0,0044;0;1;1;0;0;0;0;0;1;2
Kupplungssatz;479;55107;7;0,0044;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;3386;3;0,0019;1;1;1;2;0;2;0;2;1;1
Kupplungssatz;479;50842;10;0,0062;2;1;1;2;0;0;0;2;1;1
Kupplungssatz;479;22665;7;0,0044;2;1;1;2;2;0;0;0;1;1
Kupplungssatz;479;23652;1;0,0006;0;0;0;0;1;0;0;0;0;0
Kupplungssatz;479;128491;2;0,0012;2;2;2;0;3;0;0;2;0;0
Kupplungssatz;479;19972;8;0,005;6;7;8;6;11;1;0;4;7;8
Kupplungssatz;479;23456;18;0,0112;6;3;3;3;3;2;0;3;3;5
Kupplungssatz;479;416;2;0,0012;0;2;2;0;0;0;0;0;0;3
Kupplungssatz;479;100061;18;0,0112;0;1;1;1;1;0;0;0;0;1
Kupplungssatz;479;15955;1;0,0006;1;1;1;1;1;0;0;0;0;0
Kupplungssatz;479;56901;1;0,0006;0;3;3;2;5;0;0;2;2;3
Kupplungssatz;479;19023;8;0,005;2;3;2;2;5;1;0;0;6;3
Kupplungssatz;479;116637;1;0,0006;0;1;0;1;3;1;0;1;1;1
Kupplungssatz;479;10921;1;0,0006;1;0;0;1;1;2;0;1;1;0
Kupplungssatz;479;34878;1;0,0006;1;1;2;1;2;1;0;1;1;1
Kupplungssatz;479;129127;3;0,0019;2;2;1;1;3;0;0;1;0;1
Kupplungssatz;479;19407;14;0,0087;1;8;2;3;7;0;0;1;2;7
Kupplungssatz;479;134482;1;0,0006;3;3;3;0;3;1;0;0;5;0
Kupplungssatz;479;23245;1;0,0006;1;1;1;1;2;1;0;0;1;1
Kupplungssatz;479;26565;1;0,0006;2;6;0;4;4;0;0;0;2;5
Kupplungssatz;479;5205;5;0,0031;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;18766;48;0,03;1;5;1;3;4;1;0;2;1;3
Kupplungssatz;479;28178;1;0,0006;0;2;0;2;1;0;0;0;0;2
Kupplungssatz;479;34454;1;0,0006;2;3;1;0;3;0;0;1;2;2
Kupplungssatz;479;131411;50;0,0312;0;1;0;1;3;0;0;0;0;2
Kupplungssatz;479;132646;10;0,0062;1;2;0;3;2;0;0;1;2;2
Kupplungssatz;479;145862;6;0,0037;0;3;0;2;2;0;0;0;0;3
Kupplungssatz;479;20475;5;0,0031;1;1;0;0;3;1;0;1;2;3
Kupplungssatz;479;142885;2;0,0012;1;2;1;1;2;1;0;0;1;2
Kupplungssatz;479;114334;51;0,0319;6;5;5;5;8;0;0;4;0;2
Kupplungssatz;479;56799;2;0,0012;1;5;2;2;7;1;0;2;2;2
Kupplungssatz;479;28672;4;0,0025;3;2;1;1;4;0;0;0;2;1
Kupplungssatz;479;11147;2;0,0012;1;5;1;2;2;1;0;1;2;1
Kupplungssatz;479;20239;1;0,0006;0;0;1;2;0;2;0;0;1;0
Kupplungssatz;479;53216;3;0,0019;0;2;0;1;1;0;0;0;1;1
Kupplungssatz;479;16779;3;0,0019;1;1;1;1;1;0;0;1;1;0
Kupplungssatz;479;129787;8;0,005;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;120654;2;0,0012;2;3;2;3;4;0;0;2;3;4
Kupplungssatz;479;3387;3;0,0019;1;1;1;2;1;1;0;2;1;1
Kupplungssatz;479;32631;1;0,0006;1;3;4;2;4;0;0;0;2;2
Kupplungssatz;479;11416;1;0,0006;2;1;1;1;4;0;0;0;1;1
Kupplungssatz;479;5201;24;0,015;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;33660;3;0,0019;0;0;0;1;2;0;0;0;0;0
Kupplungssatz;479;5278;58;0,0362;2;1;1;1;3;1;0;0;1;2
Kupplungssatz;479;17671;31;0,0194;1;1;1;1;0;1;0;1;1;1
Kupplungssatz;479;10004;10;0,0062;2;6;6;4;9;1;0;1;5;5
Kupplungssatz;479;12754;19;0,0119;2;3;2;1;2;0;0;1;2;2
Kupplungssatz;479;13949;5;0,0031;3;6;4;3;5;0;0;1;7;5
Kupplungssatz;479;16212;4;0,0025;1;2;2;0;2;2;0;0;0;3
Kupplungssatz;479;111765;16;0,01;3;3;2;3;6;0;0;2;5;4
Kupplungssatz;479;13953;2;0,0012;1;3;2;3;3;1;0;1;1;3
Kupplungssatz;479;18181;1;0,0006;2;0;1;1;0;2;0;1;0;0
Kupplungssatz;479;33350;23;0,0144;1;3;2;2;4;0;0;1;4;4
Kupplungssatz;479;34460;1;0,0006;2;3;0;1;2;0;0;0;1;2
Kupplungssatz;479;133864;19;0,0119;0;5;2;3;3;0;0;0;1;4
Kupplungssatz;479;61;7;0,0044;2;2;1;2;3;0;0;0;2;1
Kupplungssatz;479;107510;1;0,0006;0;3;0;2;0;0;0;0;0;0
Kupplungssatz;479;2017;2;0,0012;1;1;0;1;3;0;0;0;1;1
Kupplungssatz;479;16317;98;0,0612;2;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;31585;4;0,0025;2;2;0;2;2;0;0;0;0;3
Kupplungssatz;479;27976;6;0,0037;1;1;1;1;5;1;0;1;2;2
Kupplungssatz;479;19034;16;0,01;2;2;2;2;4;2;0;2;2;4
Kupplungssatz;479;17972;1;0,0006;0;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;113451;1;0,0006;0;1;0;1;0;0;0;0;0;2
Kupplungssatz;479;32809;1;0,0006;2;2;1;2;3;1;0;0;1;3
Kupplungssatz;479;34997;8;0,005;0;5;3;4;4;0;0;0;0;1
Kupplungssatz;479;117732;3;0,0019;0;3;2;2;3;0;0;1;2;3
Kupplungssatz;479;139714;1;0,0006;0;4;2;2;1;0;0;0;1;2
Kupplungssatz;479;25110;1;0,0006;3;3;3;3;3;1;0;1;3;2
Kupplungssatz;479;106480;3;0,0019;0;1;2;1;6;0;0;0;0;2
Kupplungssatz;479;59310;1;0,0006;1;1;1;2;3;1;0;0;0;3
Kupplungssatz;479;56036;1;0,0006;1;0;1;1;1;0;0;0;1;3
Kupplungssatz;479;16100;2;0,0012;2;2;2;3;1;0;0;0;3;2
Kupplungssatz;479;106419;2;0,0012;2;2;2;2;5;0;0;2;2;2
Kupplungssatz;479;2550;4;0,0025;1;0;0;0;3;1;0;0;0;0
Kupplungssatz;479;26614;7;0,0044;1;2;6;1;9;3;0;1;2;5
Kupplungssatz;479;18262;23;0,0144;2;4;0;2;4;0;0;0;2;3
Kupplungssatz;479;28273;4;0,0025;1;0;0;1;0;0;0;1;0;0
Kupplungssatz;479;1956;5;0,0031;1;1;1;1;4;1;0;0;1;1
Kupplungssatz;479;19352;37;0,0231;1;3;6;2;9;3;0;2;4;5
Kupplungssatz;479;15714;2;0,0012;2;3;2;3;3;1;0;1;3;1
Kupplungssatz;479;127061;4;0,0025;1;1;1;1;0;0;0;1;1;1
Kupplungssatz;479;1032;1;0,0006;2;2;1;1;1;0;0;0;1;1
Kupplungssatz;479;117722;7;0,0044;1;1;0;2;2;1;0;0;1;2
Kupplungssatz;479;18280;5;0,0031;1;1;1;1;3;1;0;1;1;1
Kupplungssatz;479;24539;12;0,0075;0;0;0;0;1;1;0;0;0;3
Kupplungssatz;479;10052;19;0,0119;1;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;4710;8;0,005;1;1;1;1;3;1;0;1;1;2
Kupplungssatz;479;29944;1;0,0006;1;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;4129;1;0,0006;2;1;1;1;1;4;0;0;1;1
Kupplungssatz;479;1993;1;0,0006;2;1;0;1;4;0;0;0;1;1
Kupplungssatz;479;116681;1;0,0006;1;3;1;2;1;0;0;0;2;2
Kupplungssatz;479;11852;3;0,0019;1;1;2;1;4;0;0;0;1;1
Kupplungssatz;479;34765;11;0,0069;7;4;1;3;6;3;0;3;5;4
Kupplungssatz;479;27539;4;0,0025;1;3;0;1;1;0;0;0;1;3
Kupplungssatz;479;2974;2;0,0012;0;0;0;0;0;0;0;0;0;2
Kupplungssatz;479;138286;12;0,0075;0;1;0;1;0;0;0;0;0;2
Kupplungssatz;479;10160;14;0,0087;1;1;1;1;1;0;0;1;1;0
Kupplungssatz;479;22955;37;0,0231;3;2;2;2;2;0;0;1;3;2
Kupplungssatz;479;127689;46;0,0287;0;3;2;3;3;0;0;0;3;5
Kupplungssatz;479;33299;17;0,0106;0;3;0;3;3;0;0;1;2;2
Kupplungssatz;479;23450;3;0,0019;1;1;0;1;1;0;0;0;0;2
Kupplungssatz;479;1623;5;0,0031;1;2;2;1;0;1;0;1;0;1
Kupplungssatz;479;1781;1;0,0006;0;1;0;0;1;0;0;0;1;2
Kupplungssatz;479;33298;28;0,0175;2;3;1;1;3;1;0;0;2;1
Kupplungssatz;479;10981;5;0,0031;2;1;0;5;2;1;0;1;1;0
Kupplungssatz;479;120075;5;0,0031;1;2;1;2;4;1;0;1;1;3
Kupplungssatz;479;11117;4;0,0025;1;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;17165;4;0,0025;1;7;2;0;7;0;0;0;2;2
Kupplungssatz;479;115121;105;0,0656;1;2;2;1;2;0;0;1;0;2
Kupplungssatz;479;31542;3;0,0019;0;2;0;2;3;0;0;1;0;1
Kupplungssatz;479;782;1;0,0006;0;1;0;1;0;0;0;0;2;0
Kupplungssatz;479;124116;29;0,0181;1;0;1;1;0;0;0;0;0;0
Kupplungssatz;479;17194;10;0,0062;2;1;1;3;1;2;0;1;0;1
Kupplungssatz;479;32884;3;0,0019;0;3;1;3;3;0;0;0;0;2
Kupplungssatz;479;30008;11;0,0069;2;4;0;1;1;0;0;0;0;2
Kupplungssatz;479;136160;4;0,0025;1;2;1;1;2;1;0;1;0;2
Kupplungssatz;479;29482;1;0,0006;2;0;0;2;0;1;0;0;0;0
Kupplungssatz;479;12059;2;0,0012;3;3;2;1;3;2;0;2;3;3
Kupplungssatz;479;6857;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;7991;2;0,0012;3;4;2;3;5;0;0;2;5;3
Kupplungssatz;479;13734;2;0,0012;2;3;2;3;3;1;0;1;2;6
Kupplungssatz;479;23386;57;0,0356;1;3;1;1;4;1;0;1;2;1
Kupplungssatz;479;5228;1;0,0006;1;1;2;1;1;1;0;0;1;1
Kupplungssatz;479;4618;9;0,0056;0;3;6;1;2;0;0;0;3;3
Kupplungssatz;479;9737;17;0,0106;0;2;2;2;4;0;0;2;3;3
Kupplungssatz;479;18585;7;0,0044;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;129081;4;0,0025;0;2;1;2;3;0;0;2;0;2
Kupplungssatz;479;4843;1;0,0006;1;1;0;1;4;1;0;0;3;2
Kupplungssatz;479;56;20;0,0125;1;2;0;2;0;0;0;0;0;0
Kupplungssatz;479;11842;3;0,0019;1;1;0;2;1;0;0;0;1;1
Kupplungssatz;479;17754;1;0,0006;1;1;1;1;1;1;0;1;1;0
Kupplungssatz;479;16368;1;0,0006;2;1;1;2;2;3;0;1;1;1
Kupplungssatz;479;4230;1;0,0006;1;0;0;1;0;2;0;0;0;0
Kupplungssatz;479;18844;1;0,0006;1;1;1;2;0;2;0;2;1;1
Kupplungssatz;479;59248;1;0,0006;0;1;2;1;1;0;0;0;0;0
Kupplungssatz;479;10915;38;0,0237;1;2;3;2;4;0;0;2;3;3
Kupplungssatz;479;33556;7;0,0044;0;1;3;1;1;2;0;1;0;1
Kupplungssatz;479;16335;15;0,0094;1;3;0;1;7;1;0;1;2;4
Kupplungssatz;479;11894;4;0,0025;2;3;3;3;4;0;0;1;5;5
Kupplungssatz;479;1760;3;0,0019;0;3;0;0;1;0;0;0;1;1
Kupplungssatz;479;33929;14;0,0087;1;2;1;1;3;1;0;1;1;1
Kupplungssatz;479;4221;1;0,0006;1;0;0;1;1;1;0;0;0;0
Kupplungssatz;479;137846;4;0,0025;0;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;59076;23;0,0144;1;2;0;1;2;0;0;0;2;1
Kupplungssatz;479;20103;4;0,0025;3;2;3;2;2;1;0;1;2;4
Kupplungssatz;479;23510;1;0,0006;3;1;0;0;1;0;0;0;0;0
Kupplungssatz;479;8666;2;0,0012;1;2;2;1;0;1;0;1;1;1
Kupplungssatz;479;5219;15;0,0094;1;2;2;2;3;1;0;0;2;1
Kupplungssatz;479;120803;1;0,0006;1;1;1;2;4;0;0;1;1;1
Kupplungssatz;479;34739;1;0,0006;0;4;0;0;2;0;0;0;2;1
Kupplungssatz;479;120208;41;0,0256;2;3;1;2;4;0;0;1;1;2
Kupplungssatz;479;32254;8;0,005;1;3;3;4;6;0;0;3;5;3
Kupplungssatz;479;17452;5;0,0031;1;2;0;1;5;1;0;1;2;2
Kupplungssatz;479;982;3;0,0019;1;1;0;1;3;1;0;0;1;1
Kupplungssatz;479;11130;43;0,0269;1;2;1;1;1;0;0;0;1;1
Kupplungssatz;479;12520;5;0,0031;1;1;1;1;1;0;0;0;1;2
Kupplungssatz;479;4575;3;0,0019;1;1;0;1;1;1;0;0;1;0
Kupplungssatz;479;3572444;2;0,0012;0;0;0;0;0;0;0;0;0;0
