GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
914;"2026/2";"B";144;"MEYLE";"3160200041HD";6
914;"2026/2";"B";144;"MEYLE";"36160200017";3
914;"2026/2";"B";144;"MEYLE";"37160200007";5
914;"2026/2";"B";144;"MEYLE";"53160200019";1
914;"2026/2";"B";156;"JAPANPARTS";"TI1019L";5
914;"2026/2";"B";156;"JAPANPARTS";"TI2016R";6
914;"2026/2";"B";156;"JAPANPARTS";"TI251";5
914;"2026/2";"B";156;"JAPANPARTS";"TIH20R";2
914;"2026/2";"B";260;"SASIC";"7674037";3
914;"2026/2";"B";350;"BLUE PRINT";"ADT387210";1
914;"2026/2";"B";403;"MAXGEAR";"690084";1
914;"2026/2";"B";403;"MAXGEAR";"690183";61
914;"2026/2";"B";403;"MAXGEAR";"690207";2
914;"2026/2";"B";403;"MAXGEAR";"690431";47
914;"2026/2";"B";403;"MAXGEAR";"690830";20
914;"2026/2";"B";403;"MAXGEAR";"690929";2
914;"2026/2";"B";4821;"QUARO";"QS0146HQ";4
914;"2026/2";"B";4821;"QUARO";"QS1880HQ";6
914;"2026/2";"B";4821;"QUARO";"QS6565HQ";16
914;"2026/2";"B";4821;"QUARO";"QS9596HQ";26
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"26519";17
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"29304";19
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"34659";107
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"34755";319
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"36507";139
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"37800";2
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"39737";6
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"40052";3
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"40833";181
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"41931";38
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"43147";1
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"43205";10
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"48132";124
914;"2026/2";"Germany";127;"NK";"5031540";26
914;"2026/2";"Germany";127;"NK";"50322118";4
914;"2026/2";"Germany";127;"NK";"5032288";15
914;"2026/2";"Germany";127;"NK";"5032383";1
914;"2026/2";"Germany";127;"NK";"5032538";8
914;"2026/2";"Germany";127;"NK";"5032541";16
